study_hours,attendance_percentage,assignment_score,previous_exam_score,sleep_hours,class_participation,final_exam_score
24,76,79.6,82,7,72.2,68
19,90,82.8,78,8,85.5,67
23,79,64.0,54,6,75.0,67
16,98,70.4,52,8,93.1,69
25,72,82.2,89,6,68.4,68
30,77,72.8,70,9,73.1,67
26,91,75.4,65,8,86.4,70
16,82,92.2,99,7,77.9,70
22,82,65.2,54,5,77.9,66
12,62,62.6,63,6,58.9,61
23,76,86.2,93,7,72.2,68
23,71,71.0,71,8,67.4,64
9,100,87.4,79,7,95.0,66
13,72,60.0,52,8,68.4,65
18,95,95.6,96,8,90.2,73
18,87,69.0,57,8,82.6,66
13,74,66.2,61,7,70.3,65
22,82,67.6,58,7,77.9,68
22,94,82.6,75,7,89.3,69
19,95,92.6,91,6,90.2,72
15,66,64.2,63,9,62.7,63
26,74,63.8,57,8,70.3,65
30,73,71.2,70,9,69.4,69
17,62,84.2,99,6,58.9,62
16,84,64.2,51,8,79.8,66
23,94,82.6,75,9,89.3,69
18,75,79.8,83,9,71.2,67
19,90,90.0,90,5,85.5,94
24,85,86.2,87,7,80.8,71
9,75,62.4,54,7,71.2,61
28,66,70.2,73,9,62.7,68
20,88,67.6,54,4,83.6,66
18,94,86.2,81,5,89.3,71
19,87,67.2,54,9,82.6,66
20,61,55.6,52,6,58.0,60
10,69,66.6,65,5,65.6,60
29,63,83.4,97,9,59.8,66
20,83,84.2,85,5,78.8,67
23,90,66.0,50,9,85.5,67
26,64,64.0,64,5,60.8,64
14,94,68.2,51,5,89.3,66
23,82,71.8,65,7,77.9,68
18,88,85.6,84,6,83.6,70
25,99,92.4,88,7,94.0,75
7,63,79.2,90,10,59.8,86
19,96,95.4,95,7,91.2,73
16,65,66.8,68,9,61.8,61
23,76,86.2,93,7,72.2,68
23,94,89.2,86,8,89.3,70
16,96,84.6,77,4,91.2,71
16,80,90.8,98,8,76.0,71
19,84,91.8,97,8,79.8,68
15,88,92.2,95,6,83.6,70
25,93,73.2,60,10,88.4,70
18,65,62.0,60,6,61.8,62
3,92,93.8,95,5,87.4,67
18,79,73.6,70,8,75.0,68
14,78,85.2,90,5,74.1,68
10,77,81.2,84,7,73.1,64
13,80,84.8,88,9,76.0,68
21,98,69.8,51,8,93.1,69
28,82,75.4,71,7,77.9,70
22,98,95.0,93,6,93.1,73
16,67,71.2,74,9,63.6,66
23,89,86.6,85,5,84.6,68
17,92,89.6,88,8,87.4,68
16,87,68.4,56,10,82.6,65
13,84,68.4,58,8,79.8,66
9,83,84.8,86,7,78.8,62
18,94,69.4,53,7,89.3,67
21,93,77.4,67,6,88.4,73
19,65,83.6,96,6,61.8,65
18,94,85.0,79,7,89.3,70
14,77,88.4,96,8,73.1,68
24,70,67.0,65,9,66.5,67
12,95,87.2,82,4,90.2,66
25,77,69.2,64,4,73.1,65
14,92,70.4,56,9,87.4,66
15,71,88.4,100,7,67.4,66
11,60,59.4,59,7,57.0,60
17,80,67.4,59,8,76.0,66
26,64,80.8,92,7,60.8,68
23,90,90.0,90,10,85.5,72
26,71,87.8,99,8,67.4,68
23,78,63.6,54,6,74.1,67
13,63,58.2,55,6,59.8,62
18,71,71.6,72,7,67.4,66
15,91,84.4,80,6,86.4,69
28,66,57.6,52,10,62.7,64
13,86,69.2,58,7,81.7,63
25,97,89.8,85,5,92.1,74
25,87,84.6,83,8,82.6,72
31,92,69.2,54,9,87.4,71
18,64,83.8,97,9,60.8,64
24,70,65.8,63,6,66.5,65
34,96,94.8,94,5,91.2,75
16,89,93.2,96,9,84.6,69
11,86,79.4,75,5,81.7,65
9,87,77.4,71,8,82.6,60
24,77,69.2,64,6,73.1,69
9,62,78.8,90,9,58.9,65
18,91,72.4,60,5,86.4,67
23,87,83.4,81,6,82.6,70
21,79,78.4,78,8,75.0,66
23,96,75.6,62,8,91.2,69
21,73,88.6,99,9,69.4,69
28,72,84.0,92,8,68.4,68
14,95,68.6,51,8,90.2,70
16,92,79.4,71,9,87.4,66
15,81,73.2,68,5,77.0,65
25,65,82.4,94,6,61.8,65
25,69,65.4,63,5,65.6,65
23,86,94.4,100,4,81.7,69
27,75,66.0,60,8,71.2,69
13,93,74.4,62,9,88.4,65
30,98,89.0,83,8,93.1,76
29,92,71.6,58,8,87.4,72
24,75,86.4,94,7,71.2,67
31,92,69.8,55,7,87.4,74
10,74,89.0,99,10,70.3,66
17,67,83.2,94,9,63.6,66
16,61,79.6,92,6,58.0,66
24,75,72.0,70,9,71.2,71
14,96,84.0,76,9,91.2,66
25,70,71.8,73,8,66.5,65
28,68,86.6,99,8,64.6,69
24,99,70.8,52,8,94.0,69
22,61,65.8,69,5,58.0,63
14,91,95.2,98,5,86.4,68
15,73,70.0,68,8,69.4,64
27,61,66.4,70,5,58.0,64
25,97,88.0,82,5,92.1,73
20,66,83.4,95,4,62.7,66
17,82,71.8,65,6,77.9,67
8,71,86.6,97,8,67.4,63
14,63,63.6,64,8,59.8,61
31,62,79.4,91,8,58.9,71
12,65,64.4,64,6,61.8,61
21,63,57.6,54,7,59.8,62
26,90,90.6,91,8,85.5,74
12,79,75.4,73,8,75.0,65
21,74,71.6,70,6,70.3,64
26,77,73.4,71,7,73.1,66
20,97,87.4,81,4,92.1,72
37,96,76.2,63,7,91.2,76
10,89,72.8,62,6,84.6,67
26,95,82.4,74,9,90.2,71
19,73,60.4,52,6,69.4,65
25,75,79.2,82,7,71.2,68
23,85,88.6,91,6,80.8,68
16,85,85.6,86,6,80.8,67
21,79,75.4,73,8,75.0,64
9,76,77.2,78,6,72.2,60
24,99,70.2,51,10,94.0,70
22,93,94.8,96,4,88.4,73
24,77,77.6,78,8,73.1,69
26,89,75.2,66,7,84.6,70
22,71,67.4,65,7,67.4,64
21,64,75.4,83,7,60.8,64
15,74,77.0,79,8,70.3,65
16,76,65.8,59,7,72.2,62
27,61,66.4,70,9,58.0,64
29,93,87.6,84,7,88.4,72
19,74,68.6,65,5,70.3,64
20,83,78.2,75,7,78.8,67
15,63,63.0,63,9,59.8,64
27,67,59.2,54,6,63.6,61
24,96,79.8,69,5,91.2,72
32,84,85.8,87,8,79.8,70
15,98,75.8,61,8,93.1,70
18,100,92.8,88,6,95.0,71
21,75,79.8,83,7,71.2,68
24,72,73.8,75,7,68.4,68
19,94,97.0,99,7,89.3,70
15,100,96.4,94,8,95.0,73
25,85,80.8,78,6,80.8,69
24,92,83.6,78,8,87.4,71
15,91,74.8,64,6,86.4,64
28,74,87.2,96,9,70.3,68
27,83,90.2,95,10,78.8,69
21,93,89.4,87,6,88.4,70
20,88,68.8,56,5,83.6,67
23,61,75.4,85,8,58.0,66
15,73,67.0,63,7,69.4,65
20,66,61.8,59,8,62.7,66
7,69,80.4,88,6,65.6,61
25,96,97.2,98,7,91.2,71
11,61,57.4,55,6,58.0,60
29,69,62.4,58,7,65.6,66
18,72,65.4,61,5,68.4,61
19,85,92.8,98,7,80.8,68
16,81,83.4,85,5,77.0,68
18,69,78.0,84,6,65.6,65
29,67,71.8,75,7,63.6,65
5,69,73.8,77,8,65.6,60
28,80,71.0,65,8,76.0,67
22,71,63.2,58,8,67.4,65
13,98,92.6,89,5,93.1,70
14,79,76.0,74,9,75.0,64
30,62,62.6,63,6,58.9,68
14,89,84.8,82,6,84.6,69
13,73,65.2,60,7,69.4,65
27,86,78.8,74,6,81.7,71
22,71,64.4,60,8,67.4,65
14,83,86.0,88,8,78.8,65
21,91,76.0,66,6,86.4,68
14,97,82.0,72,7,92.1,66
27,70,80.8,88,7,66.5,65
26,73,79.0,83,8,69.4,71
23,79,73.6,70,6,75.0,68
22,97,71.2,54,6,92.1,70
31,96,96.0,96,5,91.2,74
20,64,55.6,50,6,60.8,62
13,65,78.2,87,5,61.8,61
23,80,90.2,97,6,76.0,70
33,64,64.6,65,9,60.8,65
14,74,62.0,54,8,70.3,62
18,66,63.6,62,9,62.7,65
22,85,73.6,66,6,80.8,68
20,98,83.0,73,4,93.1,70
14,100,85.6,76,7,95.0,68
27,75,81.6,86,10,71.2,69
34,84,90.6,95,6,79.8,73
21,94,81.4,73,7,89.3,71
15,65,78.2,87,5,61.8,63
11,88,68.8,56,7,83.6,66
22,76,70.0,66,7,72.2,67
27,68,60.8,56,4,64.6,64
23,76,81.4,85,5,72.2,66
20,63,82.2,95,5,59.8,69
16,88,91.6,94,5,83.6,72
13,70,67.6,66,6,66.5,63
25,72,66.0,62,8,68.4,67
25,65,64.4,64,6,61.8,64
11,95,76.4,64,9,90.2,68
30,80,64.4,54,6,76.0,71
23,83,67.4,57,7,78.8,67
28,83,69.8,61,8,78.8,67
12,76,60.4,50,9,72.2,64
12,68,58.4,52,6,64.6,63
19,90,87.0,85,8,85.5,72
23,65,74.6,81,6,61.8,63
31,64,83.8,97,10,60.8,67
24,88,77.2,70,5,83.6,68
19,68,70.4,72,8,64.6,64
14,72,60.6,53,9,68.4,65
27,79,66.4,58,5,75.0,68
14,78,82.2,85,8,74.1,66
30,88,72.4,62,6,83.6,73
18,85,87.4,89,10,80.8,68
30,86,85.4,85,4,81.7,72
24,89,87.8,87,5,84.6,70
19,72,79.8,85,5,68.4,66
17,73,80.2,85,5,69.4,66
18,78,77.4,77,8,74.1,66
23,72,79.2,84,10,68.4,65
20,99,85.2,76,9,94.0,71
16,93,73.2,60,7,88.4,66
19,67,63.4,61,7,63.6,63
20,60,66.0,70,6,57.0,63
7,62,55.4,51,8,58.9,58
23,70,84.4,94,7,66.5,68
14,65,63.8,63,7,61.8,61
13,81,64.2,53,6,77.0,65
10,94,80.2,71,5,89.3,67
9,89,90.2,91,7,84.6,67
12,69,69.6,70,7,65.6,62
16,76,68.2,63,6,72.2,86
32,80,78.2,77,6,76.0,71
17,92,84.2,79,8,87.4,70
21,94,90.4,88,8,89.3,71
22,96,92.4,90,10,91.2,71
21,80,83.0,85,9,76.0,70
20,88,65.2,50,5,83.6,67
13,64,55.6,50,7,60.8,60
29,83,92.6,99,5,78.8,73
31,70,65.8,63,4,66.5,67
10,77,69.2,64,10,73.1,62
14,85,86.2,87,9,80.8,67
18,70,75.4,79,6,66.5,65
14,62,68.6,73,9,58.9,61
23,60,57.6,56,9,57.0,61
16,61,56.8,54,4,58.0,60
33,60,75.0,85,8,57.0,68
27,64,59.2,56,6,60.8,65
21,70,71.2,72,8,66.5,67
26,69,79.8,87,10,65.6,67
27,99,97.2,96,9,94.0,74
17,72,85.2,94,7,68.4,64
15,65,81.8,93,9,61.8,64
20,82,73.6,68,4,77.9,67
25,94,95.2,96,8,89.3,74
21,87,85.2,84,8,82.6,69
11,72,85.2,94,8,68.4,62
15,82,65.2,54,6,77.9,66
20,89,66.8,52,8,84.6,69
20,89,78.2,71,8,84.6,68
32,87,89.4,91,4,82.6,74
12,95,80.0,70,7,90.2,68
23,95,94.4,94,6,90.2,73
29,83,70.4,62,8,78.8,70
34,77,62.0,52,9,73.1,69
18,86,87.2,88,6,81.7,68
23,93,85.8,81,5,88.4,71
23,60,67.2,72,7,57.0,64
21,100,95.2,92,5,95.0,71
19,67,81.4,91,7,63.6,65
23,79,71.2,66,7,75.0,68
5,95,93.2,92,8,90.2,67
24,69,67.8,67,7,65.6,67
21,79,80.2,81,7,75.0,67
19,65,62.0,60,9,61.8,63
32,76,68.2,63,7,72.2,68
16,67,70.0,72,6,63.6,66
18,75,69.6,66,7,71.2,67
32,75,63.6,56,6,71.2,68
15,100,84.4,74,5,95.0,72
17,100,85.6,76,5,95.0,70
19,65,60.8,58,9,61.8,62
25,89,71.0,59,6,84.6,69
21,62,55.4,51,7,58.9,61
12,61,55.6,52,7,58.0,58
17,64,66.4,68,7,60.8,63
16,99,73.8,57,9,94.0,71
20,98,96.8,96,7,93.1,70
23,68,63.2,60,6,64.6,64
23,66,58.2,53,6,62.7,63
9,70,70.0,70,8,66.5,63
26,81,68.4,60,8,77.0,71
22,83,65.0,53,8,78.8,65
28,69,80.4,88,7,65.6,68
23,90,82.8,78,5,85.5,70
27,72,60.6,53,8,68.4,68
23,97,82.6,73,7,92.1,69
28,86,65.6,52,7,81.7,70
23,77,71.6,68,5,73.1,67
19,92,77.6,68,6,87.4,69
34,93,91.8,91,6,88.4,73
25,72,81.0,87,8,68.4,68
23,74,86.6,95,8,70.3,67
12,97,73.0,57,7,92.1,67
12,67,73.0,77,8,63.6,64
22,62,55.4,51,9,58.9,63
21,78,85.8,91,8,74.1,67
16,92,77.6,68,8,87.4,70
21,91,68.2,53,6,86.4,71
30,97,78.4,66,6,92.1,74
24,81,70.8,64,9,77.0,70
13,64,78.4,88,6,60.8,59
19,84,67.2,56,8,79.8,64
15,91,83.2,78,10,86.4,67
18,64,79.6,90,8,60.8,63
18,67,79.0,87,7,63.6,66
17,60,82.2,97,5,57.0,62
12,84,63.6,50,7,79.8,65
19,95,78.8,68,9,90.2,73
17,87,75.6,68,7,82.6,70
2,99,70.8,52,9,94.0,62
32,63,79.8,91,8,59.8,68
27,96,88.8,84,7,91.2,74
18,93,82.8,76,7,88.4,96
20,73,71.2,70,5,69.4,66
13,99,96.6,95,6,94.0,69
30,72,66.6,63,6,68.4,70
31,96,78.6,67,8,91.2,73
21,95,96.8,98,7,90.2,69
26,90,67.8,53,9,85.5,71
21,83,86.6,89,7,78.8,65
12,65,77.6,86,6,61.8,62
18,81,89.4,95,6,77.0,69
21,74,62.6,55,6,70.3,65
17,92,96.2,99,7,87.4,68
19,90,66.6,51,6,85.5,65
19,96,78.6,67,5,91.2,72
20,61,56.8,54,9,58.0,67
20,92,68.6,53,7,87.4,68
14,98,98.0,98,7,93.1,68
16,92,88.4,86,6,87.4,66
12,65,71.0,75,5,61.8,62
26,63,58.2,55,7,59.8,65
7,61,70.0,76,4,58.0,60
27,85,73.6,66,8,80.8,70
28,85,72.4,64,6,80.8,68
18,99,88.2,81,7,94.0,72
4,76,84.4,90,8,72.2,63
18,73,72.4,72,7,69.4,63
20,85,79.0,75,5,80.8,67
14,93,87.0,83,9,88.4,68
17,97,72.4,56,5,92.1,69
29,92,91.4,91,4,87.4,75
24,77,86.0,92,8,73.1,67
14,85,80.2,77,5,80.8,69
10,94,73.0,59,9,89.3,65
18,80,77.0,75,8,76.0,65
19,69,60.6,55,7,65.6,63
23,67,79.6,88,6,63.6,65
17,60,63.6,66,6,57.0,58
23,89,75.2,66,6,84.6,70
32,64,83.8,97,6,60.8,66
25,70,70.6,71,9,66.5,63
20,72,82.2,89,6,68.4,62
19,82,82.0,82,8,77.9,69
18,76,70.0,66,9,72.2,66
27,87,68.4,56,6,82.6,68
16,62,78.8,90,8,58.9,62
20,65,78.8,88,6,61.8,64
20,80,66.8,58,7,76.0,65
17,73,66.4,62,6,69.4,64
12,72,81.6,88,6,68.4,65
22,63,84.6,99,7,59.8,65
20,96,93.6,92,5,91.2,70
23,88,85.6,84,8,83.6,71
17,65,83.6,96,5,61.8,65
27,63,63.6,64,5,59.8,67
15,99,69.6,50,7,94.0,68
30,87,74.4,66,6,82.6,73
10,77,90.2,99,8,73.1,64
23,88,91.6,94,7,83.6,71
23,90,67.8,53,5,85.5,70
15,91,81.4,75,8,86.4,68
23,79,64.0,54,7,75.0,68
28,77,84.2,89,7,73.1,68
7,60,65.4,69,10,57.0,59
23,97,96.4,96,9,92.1,74
5,84,65.4,53,7,79.8,62
14,68,79.4,87,5,64.6,64
30,97,80.8,70,5,92.1,76
17,97,76.6,63,9,92.1,70
13,100,85.6,76,6,95.0,69
19,95,82.4,74,7,90.2,69
32,100,80.2,67,5,95.0,74
9,70,77.2,82,8,66.5,62
14,94,87.4,83,9,89.3,70
29,93,69.6,54,9,88.4,71
31,69,75.6,80,6,65.6,68
19,64,77.2,86,8,60.8,66
13,99,72.0,54,7,94.0,67
33,72,78.6,83,8,68.4,71
30,95,92.0,90,7,90.2,74
24,60,79.2,92,6,57.0,65
15,61,55.6,52,9,58.0,60
20,79,82.6,85,7,75.0,69
19,70,82.0,90,6,66.5,65
22,88,77.2,70,7,83.6,69
29,83,79.4,77,6,78.8,70
25,63,63.0,63,8,59.8,65
14,67,66.4,66,7,63.6,57
28,76,75.4,75,6,72.2,68
22,67,61.6,58,10,63.6,67
24,92,78.2,69,5,87.4,70
29,77,69.8,65,8,73.1,68
13,64,62.8,62,7,60.8,62
20,79,76.0,74,5,75.0,67
17,64,80.8,92,6,60.8,66
11,65,63.2,62,5,61.8,60
22,70,77.8,83,10,66.5,65
35,94,75.4,63,7,89.3,75
9,97,73.0,57,7,92.1,67
20,93,95.4,97,10,88.4,71
24,73,78.4,82,6,69.4,63
21,71,61.4,55,9,67.4,67
19,82,82.0,82,8,77.9,68
12,89,71.0,59,4,84.6,65
21,100,96.4,94,6,95.0,72
15,65,63.2,62,8,61.8,61
7,62,78.8,90,7,58.9,60
27,88,71.2,60,7,83.6,72
26,93,84.0,78,6,88.4,72
20,94,95.2,96,6,89.3,70
21,87,73.8,65,7,82.6,67
26,98,71.6,54,10,93.1,71
21,80,78.8,78,6,76.0,66
25,97,74.2,59,6,92.1,72
18,99,91.2,86,7,94.0,70
28,94,85.6,80,5,89.3,71
22,72,69.0,67,8,68.4,64
21,68,78.2,85,5,64.6,66
12,82,70.0,62,5,77.9,64
22,78,88.8,96,5,74.1,67
15,95,78.2,67,5,90.2,67
16,64,78.4,88,9,60.8,64
15,70,65.8,63,8,66.5,61
14,90,87.6,86,8,85.5,99
33,64,56.8,52,8,60.8,67
28,73,68.2,65,7,69.4,72
32,75,63.0,55,7,71.2,66
13,85,77.8,73,9,80.8,68
20,66,69.6,72,9,62.7,64
12,94,78.4,68,5,89.3,69
16,78,90.6,99,10,74.1,65
14,97,76.0,62,5,92.1,66
27,79,85.6,90,6,75.0,73
18,71,71.6,72,7,67.4,63
26,66,66.6,67,7,62.7,66
24,60,60.0,60,10,57.0,65
34,81,81.6,82,9,77.0,71
11,64,65.8,67,8,60.8,58
28,76,85.0,91,9,72.2,68
27,84,92.4,98,8,79.8,69
14,71,65.0,61,6,67.4,63
26,67,60.4,56,8,63.6,66
22,91,76.0,66,7,86.4,69
19,98,83.0,73,6,93.1,69
15,64,64.6,65,9,60.8,63
16,66,85.8,99,7,62.7,65
32,98,92.6,89,5,93.1,76
20,62,83.6,98,6,58.9,67
25,99,81.0,69,8,94.0,70
15,60,63.0,65,9,57.0,60
15,95,80.0,70,8,90.2,68
26,72,74.4,76,8,68.4,68
12,98,91.4,87,6,93.1,70
18,73,85.6,94,7,69.4,68
20,86,78.2,73,7,81.7,69
21,63,63.6,64,7,59.8,62
19,70,67.6,66,7,66.5,64
22,91,87.4,85,6,86.4,71
24,81,79.2,78,8,77.0,68
24,97,83.2,74,5,92.1,72
14,77,66.8,60,5,73.1,64
18,95,94.4,94,6,90.2,73
27,78,84.6,89,8,74.1,69
25,99,73.8,57,8,94.0,70
12,98,80.0,68,4,93.1,69
22,73,75.4,77,8,69.4,64
8,95,81.8,73,7,90.2,66
20,94,79.6,70,6,89.3,69
31,68,78.8,86,7,64.6,68
14,85,65.8,53,5,80.8,65
15,63,69.6,74,7,59.8,62
25,93,75.0,63,5,88.4,75
11,67,59.2,54,6,63.6,60
16,63,69.0,73,6,59.8,63
24,76,65.8,59,8,72.2,66
16,83,71.0,63,7,78.8,67
19,94,82.6,75,8,89.3,68
24,99,99.0,99,5,94.0,72
23,78,81.6,84,7,74.1,66
22,62,63.2,64,8,58.9,63
18,90,77.4,69,9,85.5,71
22,83,75.2,70,5,78.8,67
19,78,66.0,58,6,74.1,66
23,72,63.6,58,8,68.4,66
17,80,66.2,57,9,76.0,68
19,74,75.2,76,7,70.3,66
14,90,86.4,84,5,85.5,68
20,82,80.8,80,5,77.9,68
15,95,97.4,99,7,90.2,68
13,82,66.4,56,8,77.9,66
22,70,87.4,99,7,66.5,66
21,94,81.4,73,5,89.3,70
25,82,69.4,61,9,77.9,68
17,68,85.4,97,6,64.6,65
22,85,77.8,73,8,80.8,70
23,74,69.8,67,4,70.3,66
23,94,74.2,61,9,89.3,68
15,78,69.0,63,6,74.1,64
21,89,95.0,99,9,84.6,69
22,64,64.6,65,8,60.8,65
20,76,89.8,99,5,72.2,69
7,99,79.8,67,7,94.0,66
21,92,74.0,62,9,87.4,68
33,66,61.8,59,6,62.7,70
18,71,71.0,71,9,67.4,65
16,73,66.4,62,8,69.4,65
22,86,85.4,85,9,81.7,68
22,90,73.2,62,7,85.5,67
27,90,91.2,92,7,85.5,72
12,80,87.2,92,10,76.0,70
24,92,75.2,64,8,87.4,72
24,77,83.6,88,7,73.1,71
19,65,81.8,93,8,61.8,64
22,83,81.2,80,6,78.8,69
26,98,80.0,68,7,93.1,73
25,92,80.0,72,9,87.4,70
13,83,86.6,89,7,78.8,68
25,86,73.4,65,6,81.7,71
20,97,79.0,67,6,92.1,71
20,77,65.6,58,7,73.1,66
20,73,71.2,70,6,69.4,68
19,99,72.0,54,5,94.0,70
27,95,77.6,66,5,90.2,72
19,73,70.6,69,9,69.4,66
13,79,69.4,63,7,75.0,65
18,77,63.8,55,7,73.1,66
21,66,72.0,76,6,62.7,65
27,98,95.0,93,6,93.1,72
24,76,70.6,67,6,72.2,68
15,95,75.2,62,7,90.2,68
35,68,65.6,64,5,64.6,67
22,82,88.6,93,9,77.9,68
28,61,70.0,76,7,58.0,67
19,91,70.6,57,7,86.4,69
23,83,84.2,85,8,78.8,65
25,85,68.8,58,8,80.8,70
27,62,56.6,53,6,58.9,64
26,68,65.0,63,8,64.6,66
25,63,60.0,58,8,59.8,64
18,72,76.8,80,7,68.4,66
17,85,78.4,74,9,80.8,67
22,83,84.8,86,8,78.8,68
26,84,79.2,76,8,79.8,71
19,82,75.4,71,9,77.9,67
26,71,74.0,76,7,67.4,69
29,70,71.2,72,7,66.5,67
15,65,57.2,52,8,61.8,61
15,94,88.0,84,7,89.3,68
19,85,92.8,98,8,80.8,67
22,67,69.4,71,6,63.6,64
17,67,69.4,71,4,63.6,63
28,95,69.2,52,8,90.2,72
23,90,93.0,95,5,85.5,69
20,86,92.0,96,6,81.7,66
11,76,85.0,91,8,72.2,64
12,70,61.0,55,8,66.5,61
22,99,96.6,95,9,94.0,71
7,92,67.4,51,4,87.4,63
26,72,72.0,72,7,68.4,65
19,94,82.6,75,7,89.3,71
39,90,91.2,92,8,85.5,78
34,72,81.6,88,9,68.4,73
19,77,84.8,90,5,73.1,65
19,67,82.6,93,7,63.6,66
26,64,70.0,74,8,60.8,66
30,89,89.0,89,6,84.6,74
10,71,60.2,53,10,67.4,62
9,93,80.4,72,6,88.4,66
16,100,71.2,52,7,95.0,71
23,63,82.8,96,5,59.8,67
23,79,90.4,98,7,75.0,69
26,92,69.2,54,4,87.4,72
13,92,83.0,77,7,87.4,72
6,90,75.6,66,9,85.5,65
25,74,69.8,67,5,70.3,71
15,78,75.0,73,5,74.1,64
8,84,67.2,56,9,79.8,61
21,99,75.0,59,9,94.0,69
25,73,76.6,79,5,69.4,65
19,97,69.4,51,10,92.1,69
17,71,76.4,80,8,67.4,64
19,100,79.6,66,9,95.0,69
18,87,90.0,92,6,82.6,68
12,79,79.6,80,9,75.0,63
16,85,85.0,85,7,80.8,66
23,71,62.0,56,7,67.4,65
22,71,66.2,63,8,67.4,66
21,65,86.0,100,6,61.8,67
14,65,69.2,72,5,61.8,62
19,74,70.4,68,7,70.3,66
7,91,92.8,94,7,86.4,68
21,84,64.8,52,6,79.8,68
29,64,71.8,77,9,60.8,63
11,94,74.2,61,10,89.3,66
16,84,74.4,68,6,79.8,65
22,98,75.2,60,7,93.1,72
28,87,66.0,52,6,82.6,70
17,67,69.4,71,10,63.6,63
16,79,85.0,89,8,75.0,65
8,86,93.2,98,8,81.7,65
21,61,73.0,81,9,58.0,66
32,61,65.8,69,7,58.0,68
22,65,78.8,88,7,61.8,64
20,70,73.0,75,9,66.5,66
22,77,71.6,68,8,73.1,68
20,79,67.0,59,6,75.0,64
15,66,80.4,90,6,62.7,62
25,87,79.8,75,6,82.6,67
21,84,92.4,98,9,79.8,67
20,72,82.8,90,9,68.4,65
14,61,67.0,71,10,58.0,59
28,63,77.4,87,6,59.8,66
24,76,74.2,73,7,72.2,68
17,66,58.8,54,6,62.7,63
26,75,75.6,76,7,71.2,68
17,85,89.8,93,8,80.8,68
15,82,88.6,93,7,77.9,66
15,69,75.0,79,9,65.6,63
9,74,71.0,69,6,70.3,61
23,85,64.6,51,8,80.8,68
9,94,77.2,66,6,89.3,66
13,90,95.4,99,4,85.5,69
8,82,84.4,86,5,77.9,64
19,74,81.2,86,7,70.3,68
19,75,82.8,88,10,71.2,66
18,95,86.6,81,6,90.2,68
14,62,72.2,79,7,58.9,62
13,100,83.8,73,8,95.0,68
23,87,78.0,72,6,82.6,69
17,87,91.2,94,6,82.6,70
22,62,66.8,70,7,58.9,65
15,84,88.8,92,6,79.8,68
21,79,86.8,92,4,75.0,67
28,64,79.0,89,6,60.8,64
24,71,59.6,52,8,67.4,63
18,96,72.6,57,8,91.2,67
22,82,72.4,66,9,77.9,66
19,77,86.0,92,9,73.1,67
20,63,81.6,94,6,59.8,63
18,89,66.8,52,6,84.6,69
19,88,74.8,66,6,83.6,70
21,85,89.8,93,7,80.8,70
14,80,69.2,62,6,76.0,65
14,77,90.2,99,7,73.1,64
12,84,78.0,74,6,79.8,67
10,69,85.8,97,8,65.6,61
13,98,81.8,71,6,93.1,70
21,84,73.2,66,6,79.8,68
15,72,69.6,68,8,68.4,64
23,78,87.6,94,8,74.1,68
20,92,77.0,67,7,87.4,68
8,66,76.2,83,8,62.7,63
24,72,72.6,73,8,68.4,65
25,87,93.0,97,10,82.6,69
14,73,64.0,58,8,69.4,63
23,92,79.4,71,10,87.4,69
15,65,59.6,56,7,61.8,61
21,91,83.8,79,9,86.4,69
12,63,67.2,70,9,59.8,62
9,61,56.2,53,7,58.0,58
18,96,93.6,92,6,91.2,71
19,83,74.6,69,6,78.8,69
18,74,74.6,75,8,70.3,68
13,69,69.6,70,5,65.6,61
18,85,78.4,74,6,80.8,67
22,80,62.6,51,9,76.0,68
20,100,94.6,91,8,95.0,72
21,99,79.8,67,4,94.0,71
16,85,85.6,86,5,80.8,67
27,78,63.0,53,10,74.1,68
13,80,77.6,76,9,76.0,64
23,87,91.8,95,6,82.6,73
27,64,67.6,70,5,60.8,65
23,73,65.2,60,5,69.4,67
19,63,58.2,55,8,59.8,63
17,63,81.0,93,10,59.8,63
26,68,64.4,62,10,64.6,69
11,79,91.0,99,5,75.0,68
14,91,73.6,62,7,86.4,68
18,79,76.0,74,6,75.0,69
27,73,73.0,73,7,69.4,73
22,63,57.0,53,5,59.8,66
14,82,79.0,77,6,77.9,68
18,71,78.8,84,6,67.4,65
16,85,86.2,87,8,80.8,67
16,99,85.2,76,6,94.0,70
26,64,80.2,91,6,60.8,66
12,68,80.0,88,8,64.6,64
30,79,67.6,60,9,75.0,69
25,99,81.6,70,10,94.0,71
27,91,70.6,57,8,86.4,68
17,96,72.6,57,7,91.2,68
19,73,80.8,86,9,69.4,66
11,100,86.2,77,9,95.0,70
17,64,73.6,80,8,60.8,65
23,62,77.0,87,5,58.9,63
28,94,76.0,64,9,89.3,70
13,97,80.8,70,8,92.1,67
18,64,73.6,80,6,60.8,63
19,65,59.0,55,6,61.8,64
12,61,79.6,92,8,58.0,60
24,64,65.8,67,4,60.8,62
16,68,77.0,83,7,64.6,65
19,99,99.6,100,6,94.0,69
17,87,79.2,74,6,82.6,68
15,91,73.0,61,6,86.4,66
20,91,73.0,61,5,86.4,72
19,81,64.2,53,9,77.0,68
18,92,89.6,88,4,87.4,69
16,84,72.6,65,7,79.8,65
22,73,64.6,59,6,69.4,65
30,82,84.4,86,10,77.9,70
21,81,71.4,65,7,77.0,67
26,93,85.2,80,4,88.4,73
12,99,82.2,71,8,94.0,70
21,76,70.6,67,5,72.2,66
